Hostname,Catalog Num,Description,Serial Number,Qty,Internal designation,Building,Street,Town or area,County or postcode,Country,GPS coordinates,Pricing 1 Year (Mar 2011 - Feb 2012),Comments and Actions Tomas West,Eqpt Type,Removal Total Price,Additions Total Price,Pricing 3 Year (Mar 2013 - Feb 2014)
sean-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1152U2K1,1,Sean Scoil Shailearna ,,Inverin ,Indreabhán ,Co. Galway ,Ireland ,"53.246, -9.36439",€48.76,,,,,€48.76
sligo-it-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U25U,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€48.76,,,,,€48.76
testlab-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1053X023,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€48.76,,,,,€48.76
tippclonmel-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U3RS,1,TippInst Clonmel Campus ,,Cashel Court ,Clonmel ,Co. Tipperary ,Ireland ,"52.3555, -7.70339",€48.76,,,,,€48.76
tippthurles-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U45Q,1,TippInst Thurles Campus ,,Nenagh Road ,Thurles ,Co. Tipperary ,Ireland ,"52.6861, -7.82467",€48.76,,,,,€48.76
tippthurles-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U48N,1,TippInst Thurles Campus ,,Nenagh Road ,Thurles ,Co. Tipperary ,Ireland ,"52.6861, -7.82467",€48.76,,,,,€48.76
wexford-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1148U27E,1,ITC Wexford centre ,,Summerhill Road ,Wexford ,Co. Wexford ,Ireland ,"52.3351, -6.47242",€48.76,,,,,€48.76
wicklow-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1141U48P,1,ITC Wicklow Centre ,,,Rathnew ,Co. Wicklow ,Ireland ,"52.9958, -6.08059",€48.76,,,,,€48.76
wit-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1337X05S,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€48.76,,,,,€48.76
qqi-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1541V0L6,1,QQI (Quality and Qualifications Ireland),,26-27 Denzille Lane,Dublin 2,Co. Dublin,Ireland,"53.340689,-6.24658",€42.25,Add to new contract 2013 to 2014,,,,€42.25
qqi-sw2.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1541V0KP,1,QQI (Quality and Qualifications Ireland),,10 Lower Mount Street,Dublin 2,Co. Dublin,Ireland,"53.339164,-6.24497",€42.25,Add to new contract 2013 to 2014,,,,€42.25
wit-st-kieran-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1541V0LM,1,WIT Kilkenny,"Burrell Hall, St. Kieran's College",College Road ,Kilkenny ,Co. Kilkenny ,Ireland,"52.6465,-7.25741",€48.76,Add to new contract 2013 to 2014,,,,€48.76
dlvec-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1541V0L2,1,Dun Laoghaire VEC,Century Court,100 Upper George's Street,Dún Laoghaire,Co. Dublin ,Ireland ,"53.291502,-6.134067",€48.76,Add to new contract 2013 to 2014,,,,€48.76
eblana-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1202U3VA,1,Senior College Dún Laoghaire,,Eblana Avenue,Dún Laoghaire,Co. Dublin ,Ireland ,"53.2934,-6.136095",€48.76,Add to new contract 2013 to 2014,,,,€48.76
wit-granary-sw1.ardnet.net,ME-3400G-12CS-A,ME 3400 Series 12 Combo + 4 SFP AC,FOC1423X22L,1,WIT Granary,The Waterford Treasures Building,Hanover St,Waterford ,Co. Waterford ,Ireland ,"52.2625, -7.11508",€48.76,Add to new contract 2013 to 2014,,,,€48.76
PA-2FE-TX,PA-2FE-TX,2-Port Fast Ethernet 100Base TX Port Adapter,16426504,1,FETAC East Point ,East Point Plaza ,East Point Business Park ,Dublin 3 ,Co. Dublin ,Ireland ,"53.3574, -6.22337",€0.00,,,,,€0.00
PA-A3-OC3MM,PA-A3-OC3MM,1-Port ATM Enhanced OC3c/STM1 Multimode Port Adapter,16088291,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
PA-A3-OC3MM,PA-A3-OC3MM,1-Port ATM Enhanced OC3c/STM1 Multimode Port Adapter,15235328,1,DIT Aungier Street ,,Aungier Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3385, -6.26654",€0.00,,,,,€0.00
PA-A3-OC3SMI,PA-A3-OC3SMI,1-Port ATM Enhanced OC3c/STM1 Singlemode(IR)Port Adapter,15225728,1,Citywest | ESAT-X,"BT Application Hosting, Unit 4029","Kingswood Road, National Digital Park",City West,Co. Dublin,Ireland,"53.2914, -6.41475",€0.00,,,,,€0.00
PA-GE,PA-GE,Gigabit Ethernet Port Adapter,36925077,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€0.00,,,,,€0.00
ucd-pe1,PWR-1900-AC/6,"AC_6 power supply, 1900 watt",DCA0835402V,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
ucd-pe1,PWR-1900-AC/6,"AC_6 power supply, 1900 watt",DCA08354034,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09270239,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09510617,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09270244,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09270242,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09510792,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09520001,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09270105,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09270238,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€70.49,,,,,€70.49
,PWR675-AC-RPS-N1=,675W Redundant Power Supply with 1 connector cable,DTH09230748,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€70.49,,,,,€70.49
cr1-lab.hea.net,SPA-10X1GE-V2,10-port 1 GbE Shared Port Adapter V2,JAE1130RECY,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€689.27,,,,,€689.27
cr2-cwt.hea.net,SPA-10X1GE-V2,10-port 1 GbE Shared Port Adapter V2,JAE1129QTML,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€1,102.83",,,,,"€1,102.83"
cr2-pw.hea.net,SPA-10X1GE-V2 ,10-port 1 GbE Shared Port Adapter V2,JAE1128Q3PL,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€1,102.83",,,,,"€1,102.83"
pw-asr1.net.edu.ie,SPA-1X10GE-L-V2,1-port 10 Gigabit Ethernet Shared Port Adapter XFP based,JAE1504008R,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€451.00,€451.00
pw-asr1.net.edu.ie,SPA-1X10GE-L-V2,1-port 10 Gigabit Ethernet Shared Port Adapter XFP based,JAE150400A1,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€451.00,€451.00
pw-asr2.net.edu.ie,SPA-1X10GE-L-V2,1-port 10 Gigabit Ethernet Shared Port Adapter XFP based,JAE1504008Q,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€451.00,€451.00
pw-asr2.net.edu.ie,SPA-1X10GE-L-V2,1-port 10 Gigabit Ethernet Shared Port Adapter XFP based,JAE15040071,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€451.00,€451.00
pw-asr1.net.edu.ie,SPA-8X1GE-V2,8-port Gigabit Ethernet Shared Port Adapter,JAE1502037A,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€563.75,€563.75
pw-asr1.net.edu.ie,SPA-8X1GE-V2,8-port Gigabit Ethernet Shared Port Adapter,JAE14450VM5,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€563.75,€563.75
pw-asr2.net.edu.ie,SPA-8X1GE-V2,8-port Gigabit Ethernet Shared Port Adapter,JAE14480MGG,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€563.75,€563.75
pw-asr2.net.edu.ie,SPA-8X1GE-V2,8-port Gigabit Ethernet Shared Port Adapter,JAE145001HI,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",,Add to contract confirm pricing  (Cisco contract 91368772),,,€563.75,€563.75
WIC-1B-S/T,WIC-1B-S/T,1-Port ISDN WAN Interface Card(dial and leased line),31315277,1,NCTE Campus,INVENT Building,"DCU Campus, Glasnevin",Dublin 9,Co. Dublin,Ireland,"53.3854, -6.2526",€0.00,,,,,€0.00
WIC-1T,WIC-1T,1-Port Serial WAN Interface Card,31512734,1,NCTE Campus,INVENT Building,"DCU Campus, Glasnevin",Dublin 9,Co. Dublin,Ireland,"53.3854, -6.2526",€0.00,,,,,€0.00
blanch-mgt1.services.hea.net,WS-C2950T-48-SI,"48 10/100 and 2 10/100/1000BASE-T uplinks, Standard Image",FOC1021Z0TL,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€16.93,,,,,€16.93
blanch-mgt2.services.hea.net,WS-C2950T-48-SI,"48 10/100 and 2 10/100/1000BASE-T uplinks, Standard Image",FOC1005Z36M,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€16.93,,,,,€16.93
blanch-sw1.services.hea.net,WS-C2950T-48-SI,"48 10/100 and 2 10/100/1000BASE-T uplinks, Standard Image",FOC1016Z7WF,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€16.93,,,,,€16.93
sw1-ac[GlobalVoice].hea.net,WS-C3560G-24TS-S,Catalyst 3560 24 10/100/1000T + 4 SFP + IPB Image,FOC1032Z4A0,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€155.13,,,,,€155.13
sw2-ac[GlobalVoice].hea.net,WS-C3560G-24TS-S,Catalyst 3560 24 10/100/1000T + 4 SFP + IPB Image,FOC1032Z49V,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€155.13,,,,,€155.13
bl-sw2.net.edu.ie,WS-C3560G-48TS-S,Catalyst 3560 48 10/100/1000T + 4 SFP + IPB Image,FOC0950Y0U9,1,Blanchardstown | Servecentric,Unit 9,Blanchardstown Corporate Park,Dublin 15,Co. Dublin,Ireland,"53.4122, -6.36969",€64.68,,,,,€64.68
voip-sw1.hea.net,WS-C3750-24PS-S,24 Ethernet 10/100 ports with IEEE 802.3af and Cisco prestandard PoE,FDO1222X354,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€156.00,,WS-C3750-24PS-S,,,€156.00
voip-sw1.hea.net,WS-C3750-24PS-S,24 Ethernet 10/100 ports with IEEE 802.3af and Cisco prestandard PoE,FDO1222X353,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€156.00,,WS-C3750-24PS-S,,,€156.00
voip-sw1.hea.net,WS-C3750-24PS-S,24 Ethernet 10/100 ports with IEEE 802.3af and Cisco prestandard PoE,FDO1222X358,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€156.00,,WS-C3750-24PS-S,,,€156.00
bh-sw1.ardnet.net,WS-C3750e-24TD-e,,FDO1320R0LX,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€501.53,,,,,€501.53
car-sw2.ardnet.net,WS-C3750E-24TD-E,,FDO1604Y0TR,1,WIT Carriganore ,,Carriganore ,Waterford ,Co. Waterford ,Ireland ,"52.2497, -7.17716",€501.53,Add to new contract 2013 to 2014,,,,€501.53
car-sw3.ardnet.net,WS-C3750E-24TD-E,,FDO1602Y2HG,1,WIT Carriganore ,,Carriganore ,Waterford ,Co. Waterford ,Ireland ,"52.2497, -7.17716",€501.53,Add to new contract 2013 to 2014,,,,€501.53
ait-sw2.ardnet.net,WS-C3750G-12S-S,Cisco 3750 Stack,FDO1340R0B8,1,AIT Campus ,,Dublin Road ,Athlone ,Co. Westmeath ,Ireland ,"53.4247, -7.95238",€195.31,,,,,€195.31
amnch-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y09Z,1,Tallaght Hospital ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2925, -6.38128",€195.31,,,,,€195.31
an-cheim-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1003N2D1,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€195.31,,,,,€195.31
aungier-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z36Y,1,DIT Aungier Street ,,Aungier Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3385, -6.26654",€195.31,,,,,€195.31
belfield-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z34B,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€195.31,,,,,€195.31
belfield-sw2.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AD,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€195.31,,,,,€195.31
blanch-it-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y09Y,1,Institute of Technology Blanchardstown ,,Blanchardstown Road North ,Blanchardstown ,Dublin 15 ,Ireland ,"53.4031, -6.38074",€195.31,,,,,€195.31
boltonst-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1014Y00T,1,DIT Bolton St ,,Bolton Street ,Dublin 1 ,Co. Dublin ,Ireland ,"53.3513, -6.26919",€195.31,,,,,€195.31
cao-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AH,1,Central Applications Office ,Tower House ,Eglington Street ,Galway ,Co. Galway ,Ireland ,"53.2738, -9.05178",€195.31,,,,,€195.31
car-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1003N2CL,1,WIT Carriganore ,,Carriganore ,Waterford ,Co. Waterford ,Ireland ,"52.2497, -7.17716",€195.31,,,,,€195.31
cit-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A3,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€195.31,,,,,€195.31
cm-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023X09L,1,Cluain Mhuire (GMIT) ,,Monivea Road ,Galway ,Co. Galway ,Ireland ,"53.2874, -9.01945",€195.31,,,,,€195.31
col-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1004Z03H,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€195.31,,,,,€195.31
cork-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1003N29V,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€195.31,,,,,€195.31
csc-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0925Z1HW,1,Clinical Sciences NUIG ,Clinical Sciences Building ,"NUIG, University Road ",Galway ,Co. Galway ,Ireland ,"53.2754, -9.06612",€195.31,,,,,€195.31
csm-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AX,1,Cork School of Music ,,Union Quay ,Cork ,Co. Cork ,Ireland ,"51.896, -8.46818",€195.31,,,,,€195.31
00181943ef00,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A8,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€195.31,,,,,€195.31
cwt-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0921R1SR,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€195.31,,,,,€195.31
cwt-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AF,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€195.31,,,,,€195.31
cwt-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z37C,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€195.31,,,,,€195.31
cwt-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AW,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€195.31,,,,,€195.31
dcu-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0921R211,1,DCU ,Collins Avenue ,Glasnevin ,,Dublin 9 ,Ireland ,"53.386, -6.25918",€195.31,,,,,€195.31
depot-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z2TG,1,DIAS Merrion ,,5 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3315, -6.24618",€195.31,,,,,€195.31
dias-fitz-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023X09Q,1,DIAS Fitzwilliam ,,31 Fitzwilliam Place ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3331, -6.25277",€195.31,,,,,€195.31
dias-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1026Y0DC,1,DIAS Merrion ,,5 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3315, -6.24618",€195.31,,,,,€195.31
eccles-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z370,1,The Mater ,,Eccles Street ,Dublin 7 ,Co. Dublin ,Ireland ,"53.3593, -6.26736",€195.31,,,,,€195.31
fetac-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1004Z01Q,1,FETAC East Point ,East Point Plaza ,East Point Business Park ,Dublin 3 ,Co. Dublin ,Ireland ,"53.3574, -6.22337",€195.31,,,,,€195.31
gd5-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1013Y0FJ,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€195.31,,,,,€195.31
gda-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y054,1,Grangegorman Development Agency ,St. Brendan's Hospital ,Former Nurses Education Centre ,Grangegorman ,Dublin 7 ,Ireland ,"53.355, -6.27667",€195.31,,,,,€195.31
gmit-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y09V,1,GMIT Main Campus ,Main Campus ,Dublin Road ,Galway ,Co. Galway ,Ireland ,"53.2786, -9.01038",€195.31,,,,,€195.31
hea-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1018Y03Q,1,Higher Education Authority ,Brooklawn House ,Crampton Avenue ,Shelbourne Road ,Dublin 4 ,Ireland ,"53.3166, -6.22159",€195.31,,,,,€195.31
hmrc-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y049,1,Hydraulics and Marine Research Centre ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8775, -8.48574",€195.31,,,,,€195.31
ittallaght-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A5,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€195.31,,,,,€195.31
ittallaght-sw2.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AJ,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€195.31,,,,,€195.31
lim-sw1,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0921R1T4,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€195.31,,,,,€195.31
lit-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0922N04W,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€195.31,,,,,€195.31
lyit-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023X07F,1,Letterkenny Institute of Technology ,,Port Road ,Letterkenny ,Co. Donegal ,Ireland ,"54.9501, -7.71838",€195.31,,,,,€195.31
materdei-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z34Q,1,Mater Dei (DCU) ,,Clonliffe Road ,Dublin 3 ,Co. Dublin ,Ireland ,"53.3634, -6.25553",€195.31,,,,,€195.31
mic-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0AN,1,Mary Immaculate College of Education ,,South Circular Road ,Limerick ,Co. Limerick ,Ireland ,"52.6597, -8.63883",€195.31,,,,,€195.31
nci-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1018Y042,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€195.31,,,,,€195.31
nuim-sw2.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A1,1,NUIM Campus ,,Kilcock Rd,Maynooth ,Co. Kildare ,Ireland ,"53.3812, -6.59226",€195.31,,,,,€195.31
nuim-sw3.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0919R1GV,1,NUIM Campus ,,Kilcock Rd,Maynooth ,Co. Kildare ,Ireland ,"53.3812, -6.59226",€195.31,,,,,€195.31
oir-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0925Z1J4,1,O'Reilly Institute (DCU) ,,"DCU Campus, Glasnevin ",Dublin 9 ,Co. Dublin ,Ireland ,"53.3842, -6.25448",€195.31,,,,,€195.31
